#,date,content,id,url,"awkward, cowboy, happy (A, C, H)"
1,2022-01-31 23:59:43+00:00,Taylor swift is playing in tacos and tamales while I’m frozen marg drunk and a girl just complimented my shirt and said oooh we love a western vibe 🤠 LOL I’m drunk love you @AnnaElizabeth33,1488300998074540037,https://twitter.com/joneszy_/status/1488300998074540037,C
2,2022-01-31 23:58:50+00:00,"I CAME BACK TO SCHOOL TODAY (like, face to face) wow hahahaha 🤠",1488300772626419714,https://twitter.com/wodetian644/status/1488300772626419714,H
3,2022-01-31 23:57:05+00:00,but i’m okay . 🤠,1488300331956162565,https://twitter.com/_nothinglikeebb/status/1488300331956162565,A
4,2022-01-31 23:56:56+00:00,men from the past trying to creep in 🤠,1488300295931133952,https://twitter.com/raylenneangel/status/1488300295931133952,A
5,2022-01-31 23:56:00+00:00,i got a campus apartment for next year 🤠 everyone cheer,1488300061071069185,https://twitter.com/yikesegg/status/1488300061071069185,H
6,2022-01-31 23:55:28+00:00,"My sister posting “sorry for ignoring you, had to check out of reality real quick baby” after everyone’s been blowing her up to watch my nephews so they don’t have to come over here where I am still positive for Covid 🤠 (they are currently being babysat here)",1488299928229056512,https://twitter.com/1ny0urdr3am5/status/1488299928229056512,A
7,2022-01-31 23:55:23+00:00,🤠,1488299905600962562,https://twitter.com/davizinz212/status/1488299905600962562,?
8,2022-01-31 23:59:50+00:00,18 subscribers on my YouTube! If any of my subscribers are reading this just know I’m grateful that you choose to listen to my opinions 🤠🙌 cowboy out gn fam https://t.co/cgHCwadjwm,1488301024637079555,https://twitter.com/618_cowboy/status/1488301024637079555,
9,2022-01-31 23:59:35+00:00,You’re invited to our Slack group called #StartupNash. Our startup community built it together for people interested helping each other with opportunities in our community. Anyone involved in Nashville startups can join. Here's the link: https://t.co/E3gHpByFwb 🤠✌️🌞,1488300962334887937,https://twitter.com/startup_nash/status/1488300962334887937,
10,2022-01-31 23:59:34+00:00,"Day 1 of doing nothing but a mega Showtime lock 🤠
🏒 Edmonton Oilers reg ML (-135)
⭐️⭐️⭐️⭐️⭐️ https://t.co/0JTHzXx3qo",1488300957373018113,https://twitter.com/ShowtimeLocks/status/1488300957373018113,
11,2022-01-31 23:58:16+00:00,point for team 🤠 https://t.co/d4r1nMrWwz,1488300632998092806,https://twitter.com/LTScandinavia/status/1488300632998092806,
12,2022-01-31 23:58:02+00:00,"Dear @StephenAtHome 

I believe that me and my band should appear on @colbertlateshow to play my track #magnoliablues

From one South Carolinian to another—I think you know how epic this would be. 🤠

Best,
Adia Victoria 

https://t.co/3QDgnMR0uw",1488300573166379010,https://twitter.com/adiavictoria/status/1488300573166379010,
13,2022-01-31 23:55:42+00:00,refined my fav part of the sungwon fic 🤠 i swear guys they end up together i swear https://t.co/I2ZNVsnkZP,1488299983753420804,https://twitter.com/feraIhusband/status/1488299983753420804,
14,2022-01-31 23:55:40+00:00,Nashville nights 🤠 #charlie1hats #Nashville https://t.co/cwYP4AQqmI,1488299976212025350,https://twitter.com/Erinkirbymusic/status/1488299976212025350,
15,2022-01-31 23:55:39+00:00,🤠 https://t.co/NA10AkBile,1488299973649354753,https://twitter.com/encodesgem/status/1488299973649354753,
16,2022-01-31 23:53:58+00:00,"don't be fooled by these photos - we actually DO work!! 
...we just have too much fun while we do it 🤠 https://t.co/noygDKKz75",1488299549454180353,https://twitter.com/MickeyLeighNYC/status/1488299549454180353,
17,2022-01-31 23:59:38+00:00,@freeziez_ @MnmzzzCS 11/10 for content and effort 🤠,1488300977048498179,https://twitter.com/NobodyyyyyyyJB/status/1488300977048498179,
18,2022-01-31 23:59:18+00:00,@SauronsBrownEye @AdamRichman @HISTORY Howdy! Tune in to find out 😉🤠 #AdamEatsThe80s #DoubleRBarBurger #YUM,1488300890259955712,https://twitter.com/RoysRestaurants/status/1488300890259955712,
19,2022-01-31 23:59:09+00:00,@sethdanie1 @WhoopiGoldberg better check dat privilege 🤠,1488300853958221824,https://twitter.com/JackieTreehor16/status/1488300853958221824,
20,2022-01-31 23:58:46+00:00,@40Holz 🤠😍😍😍,1488300759204745220,https://twitter.com/MinteeKneeze/status/1488300759204745220,
21,2022-01-31 23:58:46+00:00,@alore404 hello alore404 🤠,1488300755450740742,https://twitter.com/akaStratus/status/1488300755450740742,
22,2022-01-31 23:58:45+00:00,@BoundToCoffee 🤠:: UGLU CRYIN,1488300754414804996,https://twitter.com/wxnderIxst/status/1488300754414804996,
23,2022-01-31 23:58:41+00:00,@QGdoMussi @eslodrigo @CentralEslodrig @apegoeslodrigo 🤠,1488300736064724996,https://twitter.com/maduaguiar191/status/1488300736064724996,
24,2022-01-31 23:58:37+00:00,"@carnage845 I'm in a slump right now too, it sucks because I love gaming but I've got no motivation. But hey the house is looking tidy! 🤠",1488300719543549952,https://twitter.com/yaksubway/status/1488300719543549952,
25,2022-01-31 23:58:24+00:00,@LaceUpYaBeotchh dead 🤠,1488300664681906177,https://twitter.com/cvilinbtw/status/1488300664681906177,
26,2022-01-31 23:57:44+00:00,@CBJAlberta 🤠,1488300498977361920,https://twitter.com/ClassyEarlGrey/status/1488300498977361920,
27,2022-01-31 23:57:44+00:00,"@frenzy_meier @DenverVintage1 @ThatEricAlper I've watched it twice. Will again. I love movies based on real people. And 
Archaeology. These 
days I have to content myself with 
excavating Ben &amp; Jerrys!🤠⛈⚖",1488300495995379715,https://twitter.com/RainJustice01/status/1488300495995379715,
28,2022-01-31 23:57:28+00:00,@MelonieMac Same absolutely love your meals hands down perfection! 🤤🥩🔥📱🎧🎮🤠,1488300431302348803,https://twitter.com/drifter2421/status/1488300431302348803,
29,2022-01-31 23:57:27+00:00,@melinagoranson 👋🤠,1488300424868208645,https://twitter.com/MMenkuu/status/1488300424868208645,
30,2022-01-31 23:57:18+00:00,@wobinx @LivelyGrimoire shove it up ur ass that is 🤠,1488300390303277056,https://twitter.com/kimwoostrwbrry/status/1488300390303277056,
31,2022-01-31 23:57:17+00:00,@NFTallie Life is like a roller coaster. After the downs comes ups!! 🤠,1488300382866579456,https://twitter.com/Beardsmith_NFT/status/1488300382866579456,
32,2022-01-31 23:56:57+00:00,@starlightam 🌚🤠,1488300301622915074,https://twitter.com/ferloboibarguen/status/1488300301622915074,
33,2022-01-31 23:56:41+00:00,@KBrave73 Yeeeha 🤠,1488300233859731458,https://twitter.com/HunterDPhoenix/status/1488300233859731458,
34,2022-01-31 23:56:32+00:00,@atvfriend @codsallsi @Rami19601433 @DebbieBlackma14 @QueenBie10 @Kayleigh_IoT @Lou__007 @yasbryant @pilot_kim84 @Claire_250 @Sheridansmith1 Bottomless now 🤠,1488300197004333056,https://twitter.com/mrEdwinP/status/1488300197004333056,
